T07,"Enrolment in primary, secondary and tertiary education levels",,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
834,United Rep. of Tanzania,2016,Gross enrollement ratio - Primary (male),80.3895,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2016,Gross enrollment ratio - Primary (female),82.6398,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2016,Students enrolled in tertiary education (thousands),178.598,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Students enrolled in primary education (thousands),"9,315.66",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Gross enrollement ratio - Primary (male),84.3363,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Gross enrollment ratio - Primary (female),86.1844,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Students enrolled in secondary education (thousands),"1,920.52",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Gross enrollment ratio - Secondary (male),25.7603,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
834,United Rep. of Tanzania,2017,Gross enrollment ratio - Secondary (female),25.9276,,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Students enrolled in primary education (thousands),"24,454.60",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Gross enrollement ratio - Primary (male),102.4992,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Gross enrollment ratio - Primary (female),101.3964,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Students enrolled in secondary education (thousands),"24,431.93",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Gross enrollment ratio - Secondary (male),94.224,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Gross enrollment ratio - Secondary (female),95.9686,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2005,Students enrolled in tertiary education (thousands),"17,272.04",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Students enrolled in primary education (thousands),"24,393.00",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Gross enrollement ratio - Primary (male),100.8267,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Gross enrollment ratio - Primary (female),99.8181,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Students enrolled in secondary education (thousands),"24,192.79",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Gross enrollment ratio - Secondary (male),94.313,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Gross enrollment ratio - Secondary (female),95.4069,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2010,Students enrolled in tertiary education (thousands),"20,427.71",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Students enrolled in primary education (thousands),"24,538.37",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollement ratio - Primary (male),99.8374,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollment ratio - Primary (female),99.5021,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Students enrolled in secondary education (thousands),"24,229.78",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollment ratio - Secondary (male),96.3625,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollment ratio - Secondary (female),97.5131,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Students enrolled in tertiary education (thousands),"19,700.22",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollment ratio - Tertiary (male),75.3974,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2014,Gross enrollment ratio - Tertiary (female),102.5994,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Students enrolled in primary education (thousands),"24,785.70",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Gross enrollement ratio - Primary (male),100.312,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Gross enrollment ratio - Primary (female),100.2873,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Students enrolled in secondary education (thousands),"24,417.19",,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Gross enrollment ratio - Secondary (male),97.1537,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
840,United States of America,2015,Gross enrollment ratio - Secondary (female),98.1736,Estimate.,"United Nations Educational, Scientific and Cultural Organization (UNESCO), Montreal, the UNESCO Institute for Statistics (UIS) statistics database, last accessed March 2019."
